central_id,local_id
937,COV22-605802GC
937,
937,
937,
938,COV22-605803GC
938,
938,
938,
939,COV22-605804GC
939,
939,
939,
940,COV22-605805GC
940,
940,
940,
941,COV22-605806GC
941,
941,
941,
942,COV22-605807GC
942,
942,
942,
943,COV22-605808GC
943,
943,
943,
944,COV22-605809GC
944,
944,
944,
945,COV22-605810GC
945,
945,
945,
946,COV22-605811GC
946,
946,
946,
947,COV22-605812GC
947,
947,
947,
948,COV22-605848GC
948,
948,
948,
949,COV22-605849GC
949,
949,
949,
950,COV22-605850GC
950,
950,
950,
951,COV22-605851GC
951,
951,
951,
952,COV22-605852GC
952,
952,
952,
953,COV22-605853GC
953,
953,
953,
954,COV22-605854GC
954,
954,
954,
955,COV22-605855GC
955,
955,
955,
956,COV22-605856GC
956,
956,
956,
957,NC020922
957,
958,COV22-605857GC
958,
958,
958,
959,COV22-605858GC
959,
959,
959,
960,COV22-605859GC
960,
960,
960,
961,COV22-605860GC
961,
961,
961,
962,COV22-605893GC
962,
962,
962,
963,COV22-605894GC
963,
963,
963,
964,COV22-605895GC
964,
964,
964,
965,COV22-605896GC
965,
965,
965,
966,COV22-695897GC
966,
966,
966,
967,COV22-605898GC
967,
967,
967,
968,COV22-605899GC
968,
968,
968,
969,COV22-605900GC
969,
969,
969,
970,COV22-605901GC
970,
970,
970,
971,COV22-605902GC
971,
971,
971,
972,COV22-605903GC
972,
972,
972,
973,COV22-605904GC
973,
973,
973,
974,COV22-605925GC
974,
974,
974,
975,COV22-605926GC
975,
975,
975,
976,COV22-605927GC
976,
976,
976,
977,COV22-605928GC
977,
977,
977,
978,COV22-605963GC
978,
978,
978,
979,COV22-605964GC
979,
979,
979,
980,COV22-605965GC
980,
980,
980,
981,COV22-605966GC
981,
981,
981,
982,COV22-605967GC
982,
982,
982,
983,COV22-605968GC
983,
983,
983,
984,COV22-606080GC
984,
984,
984,
985,COV22-606081GC
985,
985,
985,
986,COV22-606082GC
986,
986,
986,
987,COV22-606083GC
987,
987,
987,
988,NC02092022
988,
989,COV22-606168GC
989,
989,
989,
990,COV22-606200GC
990,
990,
990,
991,COV22-606201GC
991,
991,
991,
992,COV22-606202GC
992,
992,
992,
993,COV22-606203GC
993,
993,
993,
994,COV22-606204GC
994,
994,
994,
995,COV22-606205GC
995,
995,
995,
996,COV22-606207GC
996,
996,
996,
997,COV22-606208GC
997,
997,
997,
998,COV22-606209GC
998,
998,
998,
999,COV22-606210GC
999,
999,
999,
1000,COV22-606211GC
1000,
1000,
1000,
1001,COV22-606212GC
1001,
1001,
1001,
1002,COV22-606213GC
1002,
1002,
1002,
1003,COV22-606214GC
1003,
1003,
1003,
1004,COV22-606215GC
1004,
1004,
1004,
1005,COV22-606216GC
1005,
1005,
1005,
1006,COV22-606217GC
1006,
1006,
1006,
1007,COV22-606234GC
1007,
1007,
1007,
1008,COV22-606287GC
1008,
1008,
1008,
1009,COV22-606288GC
1009,
1009,
1009,
1010,COV22-606289GC
1010,
1010,
1010,
1011,COV22-606290GC
1011,
1011,
1011,
1012,COV22-606315GC
1012,
1012,
1012,
1013,COV22-606316GC
1013,
1013,
1013,
1014,COV22-606317GC
1014,
1014,
1014,
1015,COV22-606318GC
1015,
1015,
1015,
1016,COV22-606319GC
1016,
1016,
1016,
1017,COV22-606310GC
1017,
1017,
1017,
1018,NC-02152022
1018,
1019,COV22-606447GC
1019,
1019,
1019,
1020,COV22-606448GC
1020,
1020,
1020,
1021,COV22-606449GC
1021,
1021,
1021,
1022,COV22-606450GC
1022,
1022,
1022,
1023,COV22-606451GC
1023,
1023,
1023,
1024,COV22-606452GC
1024,
1024,
1024,
1025,COV22-606453GC
1025,
1025,
1025,
1026,COV22-606454GC
1026,
1026,
1026,
1027,COV22-606463GC
1027,
1027,
1027,
1028,COV22-606464GC
1028,
1028,
1028,
1029,COV22-606465GC
1029,
1029,
1029,
1030,COV22-606466GC
1030,
1030,
1030,
1031,COV22-606467GC
1031,
1031,
1031,
1032,COV22-606480GC
1032,
1032,
1032,
1033,COV22-606481GC
1033,
1033,
1033,
1034,COV22-606482GC
1034,
1034,
1034,
1035,COV22-606483GC
1035,
1035,
1035,
1036,COV22-606484GC
1036,
1036,
1036,
1037,COV22-606485GC
1037,
1037,
1037,
1038,COV22-606486GC
1038,
1038,
1038,
1039,COV22-606487GC
1039,
1039,
1039,
1040,COV22-606488GC
1040,
1040,
1040,
1041,COV22-606489GC
1041,
1041,
1041,
1042,COV22-606490GC
1042,
1042,
1042,
1043,COV22-606491GC
1043,
1043,
1043,
1044,COV22-606501GC
1044,
1044,
1044,
1045,COV22-606502GC
1045,
1045,
1045,
1046,COV22-606503GC
1046,
1046,
1046,
1047,NC-02222022
1047,
1048,COV22-606654GC
1048,
1048,
1048,
1049,COV22-606655GC
1049,
1049,
1049,
1050,COV22-606656GC
1050,
1050,
1050,
1051,COV22-606657GC
1051,
1051,
1051,
1052,COV22-606658GC
1052,
1052,
1052,
1053,COV22-606659GC
1053,
1053,
1053,
1054,COV22-606756GC
1054,
1054,
1054,
1055,COV22-606757GC
1055,
1055,
1055,
1056,COV22-606758GC
1056,
1056,
1056,
1057,COV22-606759GC
1057,
1057,
1057,
1058,COV22-606760GC
1058,
1058,
1058,
1059,COV22-606761GC
1059,
1059,
1059,
1060,COV22-606762GC
1060,
1060,
1060,
1061,COV22-606763GC
1061,
1061,
1061,
1062,COV22-606764GC
1062,
1062,
1062,
1063,COV22-606765GC
1063,
1063,
1063,
1064,COV22-606766GC
1064,
1064,
1064,
1065,COV22-606778GC
1065,
1065,
1065,
1066,COV22-606779GC
1066,
1066,
1066,
1067,COV22-606777GC
1067,
1067,
1067,
1068,NEC-030122
1068,
1069,NC_Ext
1069,
1069,
1070,COV22-606981GC
1070,
1070,
1070,
1071,COV22-606982GC
1071,
1071,
1071,
1072,COV22-606983GC
1072,
1072,
1072,
1073,COV22-606984GC
1073,
1073,
1073,
1074,COV22-606985GC
1074,
1074,
1074,
1075,COV22-606986GC
1075,
1075,
1075,
1076,COV22-606987GC
1076,
1076,
1076,
1077,COV22-606988GC
1077,
1077,
1077,
1078,COV22-607036GC
1078,
1078,
1078,
1079,COV22-607037GC
1079,
1079,
1079,
1080,COV22-607038GC
1080,
1080,
1080,
1081,COV22-607039GC
1081,
1081,
1081,
1082,COV22-607040GC
1082,
1082,
1082,
1083,COV22-607041GC
1083,
1083,
1083,
1084,COV22-607042GC
1084,
1084,
1084,
1085,COV22-607050GC
1085,
1085,
1085,
1086,COV22-607051GC
1086,
1086,
1086,
1087,COV22-607052GC
1087,
1087,
1087,
1088,COV22-607053GC
1088,
1088,
1088,
1089,COV22-607054GC
1089,
1089,
1089,
1090,COV22-607055GC
1090,
1090,
1090,
1091,COV22-607137GC
1091,
1091,
1091,
1092,COV22-607138GC
1092,
1092,
1092,
1093,COV22-607139GC
1093,
1093,
1093,
1094,COV22-607140GC
1094,
1094,
1094,
1095,COV22-607141GC
1095,
1095,
1095,
1096,COV22-607142GC
1096,
1096,
1096,
1097,COV22-607143GC
1097,
1097,
1097,
1098,COV22-607144GC
1098,
1098,
1098,
1099,COV22-607145GC
1099,
1099,
1099,
1100,COV22-607146GC
1100,
1100,
1100,
1101,COV22-607126GC
1101,
1101,
1101,
1102,COV22-607125GC
1102,
1102,
1102,
1103,NC03102022
1103,
1104,COV22-605756R
1104,
1104,
1104,
1105,COV22-605735RH
1105,
1105,
1105,
1106,COV22-605736RH
1106,
1106,
1106,
1107,COV22-605741RH
1107,
1107,
1107,
1108,COV22-605717R
1108,
1108,
1108,
1109,COV22-605718R
1109,
1109,
1109,
1110,COV22-605722SD
1110,
1110,
1110,
1111,COV22-605708
1111,
1111,
1111,
1112,COV22-605752RH
1112,
1112,
1112,
1113,COV22-605791R
1113,
1113,
1113,
1114,COV22-605820R
1114,
1114,
1114,
1115,COV22-605830SD
1115,
1115,
1115,
1116,COV22-605861RH
1116,
1116,
1116,
1117,COV22-605864R
1117,
1117,
1117,
1118,COV22-605880SD
1118,
1118,
1118,
1119,COV22-605886R
1119,
1119,
1119,
1120,COV22-606371RH
1120,
1120,
1120,
1121,COV22-606387R
1121,
1121,
1121,
1122,COV22-606393R
1122,
1122,
1122,
1123,COV22-606438R
1123,
1123,
1123,
1124,COV22-606574R
1124,
1124,
1124,
1125,COV22-606613R
1125,
1125,
1125,
1126,COV22-606614RH
1126,
1126,
1126,
1127,COV22-603959r
1127,
1127,
1127,
1128,COV22-606754R
1128,
1128,
1128,
1129,COV22-604227rh
1129,
1129,
1129,
1130,COV22-604552
1130,
1130,
1130,
1131,COV22-604250RH
1131,
1131,
1131,
1132,COV22-604057rh
1132,
1132,
1132,
1133,COV22-604181
1133,
1133,
1133,
1134,COV22-604079r
1134,
1134,
1134,
1135,COV22-603868
1135,
1135,
1135,
1136,COV22-604831
1136,
1136,
1136,
1137,COV22-604630RH
1137,
1137,
1137,
1138,COV22-604103
1138,
1138,
1138,
1139,COV22-603806r
1139,
1139,
1139,
1140,COV22-603944rh
1140,
1140,
1140,
1141,COV22-603937
1141,
1141,
1141,
1142,COV22-604532
1142,
1142,
1142,
1143,COV22-603939rh
1143,
1143,
1143,
1144,COv22-604205rh
1144,
1144,
1144,
1145,COV22-604604RH
1145,
1145,
1145,
1146,COV22-604432SD
1146,
1146,
1146,
1147,COV22-603998rh
1147,
1147,
1147,
1148,COV22-603903
1148,
1148,
1148,
1149,COV22-604135rh
1149,
1149,
1149,
1150,COV22-603922rh
1150,
1150,
1150,
1151,NC031722
1151,
