central_id,local_id
408,211103_M04597_0034_000000000-JJCVJ_23963_S27_L001
408,
408,
409,211103_M04597_0034_000000000-JJCVJ_247890_S19_L001
409,
409,
410,211103_M04597_0034_000000000-JJCVJ_251258_S20_L001
410,
410,
411,211103_M04597_0034_000000000-JJCVJ_266717_S23_L001
411,
411,
412,211103_M04597_0034_000000000-JJCVJ_271539_S21_L001
412,
412,
413,211103_M04597_0034_000000000-JJCVJ_281389_S22_L001
413,
413,
414,211103_M04597_0034_000000000-JJCVJ_30560_S5_L001
414,
414,
415,211103_M04597_0034_000000000-JJCVJ_3242_S3_L001
415,
415,
416,211103_M04597_0034_000000000-JJCVJ_NC_S48_L001
416,
416,
417,211103_M04597_0034_000000000-JJCVJ_4053_S2_L001
417,
417,
418,211103_M04597_0034_000000000-JJCVJ_4884_S1_L001
418,
418,
419,211103_M04597_0034_000000000-JJCVJ_65159_S31_L001
419,
419,
420,211103_M04597_0034_000000000-JJCVJ_67501_S30_L001
420,
420,
421,211103_M04597_0034_000000000-JJCVJ_40373_S25_L001
421,
421,
422,COV21- 564367
422,
422,
422,
423,COV21- 562328R
423,
423,
423,
424,COV21- 564712
424,
424,
424,
425,COV21- 563820
425,
425,
425,
426,COV21- 563600R
426,
426,
426,
427,COV21- 563202
427,
427,
427,
428,COV21- 564908R
428,
428,
428,
429,COV21- 562370R
429,
429,
429,
430,COV21- 565233
430,
430,
430,
431,COV21- 563858
431,
431,
431,
432,COV21- 565364
432,
432,
432,
433,COV21- 565327
433,
433,
433,
434,COV21- 565598R
434,
434,
434,
435,COV21- 563039
435,
435,
435,
436,COV21- 563186
436,
436,
436,
437,COV21- 562974R
437,
437,
437,
438,COV21- 562110R
438,
438,
438,
439,COV21- 564449
439,
439,
439,
440,COV21- 563741
440,
440,
440,
441,COV21- 565596R
441,
441,
441,
442,COV21- 563054
442,
442,
442,
443,COV21- 562603
443,
443,
443,
444,COV21- 564650
444,
444,
444,
445,211110_M04597_0035_000000000-JJJ7C_177883_S44_L001
445,
445,
445,
446,211110_M04597_0035_000000000-JJJ7C_178787_S1_L001
446,
446,
446,
447,211110_M04597_0035_000000000-JJJ7C_185574_S3_L001
447,
447,
447,
448,211110_M04597_0035_000000000-JJJ7C_220199_S2_L001
448,
448,
448,
449,211110_M04597_0035_000000000-JJJ7C_240124_S17_L001
449,
449,
449,
450,211110_M04597_0035_000000000-JJJ7C_245097_S12_L001
450,
450,
450,
451,211110_M04597_0035_000000000-JJJ7C_246831RH_S46_L001
451,
451,
451,
452,211110_M04597_0035_000000000-JJJ7C_248291_S6_L001
452,
452,
452,
453,211110_M04597_0035_000000000-JJJ7C_248514_S11_L001
453,
453,
453,
454,211110_M04597_0035_000000000-JJJ7C_252067R_S15_L001
454,
454,
454,
455,211110_M04597_0035_000000000-JJJ7C_252170_S16_L001
455,
455,
455,
456,211110_M04597_0035_000000000-JJJ7C_257244_S13_L001
456,
456,
456,
457,211110_M04597_0035_000000000-JJJ7C_263083_S8_L001
457,
457,
457,
458,211110_M04597_0035_000000000-JJJ7C_267657_S18_L001
458,
458,
458,
459,211110_M04597_0035_000000000-JJJ7C_274434_S7_L001
459,
459,
459,
460,211110_M04597_0035_000000000-JJJ7C_277088_S10_L001
460,
460,
460,
461,211110_M04597_0035_000000000-JJJ7C_278363_S45_L001
461,
461,
461,
462,211110_M04597_0035_000000000-JJJ7C_281208_S9_L001
462,
462,
462,
463,211110_M04597_0035_000000000-JJJ7C_286473_S4_L001
463,
463,
463,
464,211110_M04597_0035_000000000-JJJ7C_286477_S5_L001
464,
464,
464,
465,211110_M04597_0035_000000000-JJJ7C_286804_S28_L001
465,
465,
465,
466,211110_M04597_0035_000000000-JJJ7C_289474_S19_L001
466,
466,
466,
467,211110_M04597_0035_000000000-JJJ7C_289487_S20_L001
467,
467,
467,
468,211110_M04597_0035_000000000-JJJ7C_291774_S29_L001
468,
468,
468,
469,211110_M04597_0035_000000000-JJJ7C_296515_S31_L001
469,
469,
469,
470,211110_M04597_0035_000000000-JJJ7C_302760_S24_L001
470,
470,
470,
471,211110_M04597_0035_000000000-JJJ7C_302768_S22_L001
471,
471,
471,
472,211110_M04597_0035_000000000-JJJ7C_304201_S26_L001
472,
472,
472,
473,211110_M04597_0035_000000000-JJJ7C_305643_S30_L001
473,
473,
473,
474,211110_M04597_0035_000000000-JJJ7C_306661_S21_L001
474,
474,
474,
475,211110_M04597_0035_000000000-JJJ7C_308853_S34_L001
475,
475,
475,
476,211110_M04597_0035_000000000-JJJ7C_308854_S27_L001
476,
476,
476,
477,211110_M04597_0035_000000000-JJJ7C_308904_S25_L001
477,
477,
477,
478,211110_M04597_0035_000000000-JJJ7C_310542_S32_L001
478,
478,
478,
479,211110_M04597_0035_000000000-JJJ7C_310543_S33_L001
479,
479,
479,
480,211110_M04597_0035_000000000-JJJ7C_313053_S14_L001
480,
480,
480,
481,211110_M04597_0035_000000000-JJJ7C_324586_S23_L001
481,
481,
481,
482,211110_M04597_0035_000000000-JJJ7C_353657_S37_L001
482,
482,
482,
483,211110_M04597_0035_000000000-JJJ7C_355072_S35_L001
483,
483,
483,
484,211110_M04597_0035_000000000-JJJ7C_356072_S36_L001
484,
484,
484,
485,211110_M04597_0035_000000000-JJJ7C_371368_S43_L001
485,
485,
485,
486,211110_M04597_0035_000000000-JJJ7C_378810_S38_L001
486,
486,
486,
487,211110_M04597_0035_000000000-JJJ7C_381751_S42_L001
487,
487,
487,
488,211110_M04597_0035_000000000-JJJ7C_384274_S40_L001
488,
488,
488,
489,211110_M04597_0035_000000000-JJJ7C_385150_S39_L001
489,
489,
489,
490,211110_M04597_0035_000000000-JJJ7C_385170_S47_L001
490,
490,
490,
491,211110_M04597_0035_000000000-JJJ7C_385588_S41_L001
491,
491,
491,
492,211110_M04597_0035_000000000-JJJ7C_NC_S48_L001
492,
492,
492,
493,211116_M04597_0036_000000000-JKMJ5_179462_S45_L001
493,
493,
493,
494,211116_M04597_0036_000000000-JKMJ5_184090_S33_L001
494,
494,
494,
495,211116_M04597_0036_000000000-JKMJ5_185698_S44_L001
495,
495,
495,
496,211116_M04597_0036_000000000-JKMJ5_189359_S40_L001
496,
496,
496,
497,211116_M04597_0036_000000000-JKMJ5_192038_S16_L001
497,
497,
497,
498,211116_M04597_0036_000000000-JKMJ5_192053_S31_L001
498,
498,
498,
499,211116_M04597_0036_000000000-JKMJ5_193689_S42_L001
499,
499,
499,
500,211116_M04597_0036_000000000-JKMJ5_194703_S39_L001
500,
500,
500,
501,211116_M04597_0036_000000000-JKMJ5_195375_S41_L001
501,
501,
501,
502,211116_M04597_0036_000000000-JKMJ5_201423_S35_L001
502,
502,
502,
503,211116_M04597_0036_000000000-JKMJ5_203730_S5_L001
503,
503,
503,
504,211116_M04597_0036_000000000-JKMJ5_211109_S10_L001
504,
504,
504,
505,211116_M04597_0036_000000000-JKMJ5_213513_S8_L001
505,
505,
505,
506,211116_M04597_0036_000000000-JKMJ5_215685_S2_L001
506,
506,
506,
507,211116_M04597_0036_000000000-JKMJ5_216674_S6_L001
507,
507,
507,
508,211116_M04597_0036_000000000-JKMJ5_219494_S46_L001
508,
508,
508,
509,211116_M04597_0036_000000000-JKMJ5_221573_S43_L001
509,
509,
509,
510,211116_M04597_0036_000000000-JKMJ5_227908_S47_L001
510,
510,
510,
511,211116_M04597_0036_000000000-JKMJ5_228159_S3_L001
511,
511,
511,
512,211116_M04597_0036_000000000-JKMJ5_228955_S4_L001
512,
512,
512,
513,211116_M04597_0036_000000000-JKMJ5_230817_S7_L001
513,
513,
513,
514,211116_M04597_0036_000000000-JKMJ5_231547R_S11_L001
514,
514,
514,
515,211116_M04597_0036_000000000-JKMJ5_237980_S37_L001
515,
515,
515,
516,211116_M04597_0036_000000000-JKMJ5_241282_S21_L001
516,
516,
516,
517,211116_M04597_0036_000000000-JKMJ5_242636_S32_L001
517,
517,
517,
518,211116_M04597_0036_000000000-JKMJ5_248417_S38_L001
518,
518,
518,
519,211116_M04597_0036_000000000-JKMJ5_258053_S25_L001
519,
519,
519,
520,211116_M04597_0036_000000000-JKMJ5_260331_S17_L001
520,
520,
520,
521,211116_M04597_0036_000000000-JKMJ5_261339_S22_L001
521,
521,
521,
522,211116_M04597_0036_000000000-JKMJ5_262053_S30_L001
522,
522,
522,
523,211116_M04597_0036_000000000-JKMJ5_266267_S26_L001
523,
523,
523,
524,211116_M04597_0036_000000000-JKMJ5_267615_S20_L001
524,
524,
524,
525,211116_M04597_0036_000000000-JKMJ5_268225_S14_L001
525,
525,
525,
526,211116_M04597_0036_000000000-JKMJ5_268241_S34_L001
526,
526,
526,
527,211116_M04597_0036_000000000-JKMJ5_270986_S23_L001
527,
527,
527,
528,211116_M04597_0036_000000000-JKMJ5_273036_S28_L001
528,
528,
528,
529,211116_M04597_0036_000000000-JKMJ5_273095_S9_L001
529,
529,
529,
530,211116_M04597_0036_000000000-JKMJ5_274897_S29_L001
530,
530,
530,
531,211116_M04597_0036_000000000-JKMJ5_276862_S13_L001
531,
531,
531,
532,211116_M04597_0036_000000000-JKMJ5_278343_S15_L001
532,
532,
532,
533,211116_M04597_0036_000000000-JKMJ5_279862_S36_L001
533,
533,
533,
534,211116_M04597_0036_000000000-JKMJ5_281388_S27_L001
534,
534,
534,
535,211116_M04597_0036_000000000-JKMJ5_295190_S12_L001
535,
535,
535,
536,211116_M04597_0036_000000000-JKMJ5_302779_S19_L001
536,
536,
536,
537,211116_M04597_0036_000000000-JKMJ5_322801_S18_L001
537,
537,
537,
538,211116_M04597_0036_000000000-JKMJ5_379283_S24_L001
538,
538,
538,
539,211116_M04597_0036_000000000-JKMJ5_379492_S1_L001
539,
539,
539,
540,211116_M04597_0036_000000000-JKMJ5_NC_S48_L001
540,
540,
540,
541,211123_M04597_0037_000000000-JKV4L_133602_S4_L001
541,
541,
541,
542,211123_M04597_0037_000000000-JKV4L_134048_S43_L001
542,
542,
542,
543,211123_M04597_0037_000000000-JKV4L_142409_S44_L001
543,
543,
543,
544,211123_M04597_0037_000000000-JKV4L_142412_S46_L001
544,
544,
544,
545,211123_M04597_0037_000000000-JKV4L_142415_S47_L001
545,
545,
545,
546,211123_M04597_0037_000000000-JKV4L_143120_S8_L001
546,
546,
546,
547,211123_M04597_0037_000000000-JKV4L_145268_S26_L001
547,
547,
547,
548,211123_M04597_0037_000000000-JKV4L_146257_S27_L001
548,
548,
548,
549,211123_M04597_0037_000000000-JKV4L_148023_S28_L001
549,
549,
549,
550,211123_M04597_0037_000000000-JKV4L_148025_S29_L001
550,
550,
550,
551,211123_M04597_0037_000000000-JKV4L_148028_S30_L001
551,
551,
551,
552,211123_M04597_0037_000000000-JKV4L_151267_S31_L001
552,
552,
552,
553,211123_M04597_0037_000000000-JKV4L_151274_S1_L001
553,
553,
553,
554,211123_M04597_0037_000000000-JKV4L_153665_S45_L001
554,
554,
554,
555,211123_M04597_0037_000000000-JKV4L_154548_S39_L001
555,
555,
555,
556,211123_M04597_0037_000000000-JKV4L_162826_S41_L001
556,
556,
556,
557,211123_M04597_0037_000000000-JKV4L_165209_S40_L001
557,
557,
557,
558,211123_M04597_0037_000000000-JKV4L_169126_S42_L001
558,
558,
558,
559,211123_M04597_0037_000000000-JKV4L_171503_S3_L001
559,
559,
559,
560,211123_M04597_0037_000000000-JKV4L_171504_S2_L001
560,
560,
560,
561,211123_M04597_0037_000000000-JKV4L_180775_S20_L001
561,
561,
561,
562,211123_M04597_0037_000000000-JKV4L_181100_S25_L001
562,
562,
562,
563,211123_M04597_0037_000000000-JKV4L_183291_S21_L001
563,
563,
563,
564,211123_M04597_0037_000000000-JKV4L_184877_S37_L001
564,
564,
564,
565,211123_M04597_0037_000000000-JKV4L_187103_S22_L001
565,
565,
565,
566,211123_M04597_0037_000000000-JKV4L_188441_S15_L001
566,
566,
566,
567,211123_M04597_0037_000000000-JKV4L_188451_S16_L001
567,
567,
567,
568,211123_M04597_0037_000000000-JKV4L_193133_S23_L001
568,
568,
568,
569,211123_M04597_0037_000000000-JKV4L_194021_S38_L001
569,
569,
569,
570,211123_M04597_0037_000000000-JKV4L_194611_S9_L001
570,
570,
570,
571,211123_M04597_0037_000000000-JKV4L_201187_S24_L001
571,
571,
571,
572,211123_M04597_0037_000000000-JKV4L_201372_S13_L001
572,
572,
572,
573,211123_M04597_0037_000000000-JKV4L_203671_S32_L001
573,
573,
573,
574,211123_M04597_0037_000000000-JKV4L_211489_S10_L001
574,
574,
574,
575,211123_M04597_0037_000000000-JKV4L_216694_S17_L001
575,
575,
575,
576,211123_M04597_0037_000000000-JKV4L_219247RH_S11_L001
576,
576,
576,
577,211123_M04597_0037_000000000-JKV4L_219978R_S12_L001
577,
577,
577,
578,211123_M04597_0037_000000000-JKV4L_221078_S14_L001
578,
578,
578,
579,211123_M04597_0037_000000000-JKV4L_221529_S5_L001
579,
579,
579,
580,211123_M04597_0037_000000000-JKV4L_221879_S33_L001
580,
580,
580,
581,211123_M04597_0037_000000000-JKV4L_222079_S18_L001
581,
581,
581,
582,211123_M04597_0037_000000000-JKV4L_223267_S6_L001
582,
582,
582,
583,211123_M04597_0037_000000000-JKV4L_223714_S34_L001
583,
583,
583,
584,211123_M04597_0037_000000000-JKV4L_228271_S36_L001
584,
584,
584,
585,211123_M04597_0037_000000000-JKV4L_231607_S7_L001
585,
585,
585,
586,211123_M04597_0037_000000000-JKV4L_231936_S19_L001
586,
586,
586,
587,211123_M04597_0037_000000000-JKV4L_232088_S35_L001
587,
587,
587,
588,211123_M04597_0037_000000000-JKV4L_NC_S48_L001
588,
588,
588,
589,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode01
589,
589,
589,
590,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode02
590,
590,
590,
591,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode03
591,
591,
591,
592,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode04
592,
592,
592,
593,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode05
593,
593,
593,
594,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode06
594,
594,
594,
595,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode07
595,
595,
595,
596,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode08
596,
596,
596,
597,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode09
597,
597,
597,
598,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode10
598,
598,
598,
599,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode11
599,
599,
599,
600,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode12
600,
600,
600,
601,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode13
601,
601,
601,
602,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode14
602,
602,
602,
603,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode15
603,
603,
603,
604,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode16
604,
604,
604,
605,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode17
605,
605,
605,
606,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode18
606,
606,
606,
607,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode19
607,
607,
607,
608,20211125_1112_MC-110943_0_FAQ67889_b8f52195_forRecovery_barcode20
608,
608,
608,
609,COV21-569927R
609,
609,
609,
610,COV21-588399
610,
610,
610,
611,COV21-587993
611,
611,
611,
612,COV21-569936R
612,
612,
612,
613,COV21-587960
613,
613,
613,
614,COV21-588408
614,
614,
614,
615,COV21-588416
615,
615,
615,
616,COV21-589195
616,
616,
616,
617,COV21-570774
617,
617,
617,
618,NTC-cDNA
619,COV21-569988
619,
619,
619,
620,COV21-569942R
620,
620,
620,
621,COV21-585741
621,
621,
621,
622,COV21-570572RH
622,
622,
622,
623,COV21-568706R
623,
623,
623,
624,COV21- 586337SD
624,
624,
624,
625,COV21-570568RH
625,
625,
625,
626,COV21-570002
626,
626,
626,
627,COV21-569997
627,
627,
627,
628,COV21- 569922
628,
628,
628,
629,COV21-570553
629,
629,
629,
630,COV21-570549
630,
630,
630,
631,COV21-570546
631,
631,
631,
632,COV21-570540
632,
632,
632,
633,COV21-570528
633,
633,
633,
634,COV21-570387
634,
634,
634,
635,COV21-570363
635,
635,
635,
636,COV21-570359
636,
636,
636,
637,COV21-570351
637,
637,
637,
638,COV21-570334R
638,
638,
638,
639,COV21-570269
639,
639,
639,
640,COV21-570249
640,
640,
640,
641,COV21-570236
641,
641,
641,
642,COV21-570224
642,
642,
642,
643,COV21-570219
643,
643,
643,
644,COV21-570213
644,
644,
644,
645,COV21-570210
645,
645,
645,
646,COV21-570198
646,
646,
646,
647,COV21-570182
647,
647,
647,
648,COV21-570169
648,
648,
648,
649,COV21-570165
649,
649,
649,
650,COV21-570154
650,
650,
650,
651,NC-120221
651,
651,
651,
652,COV21-598195R
652,
652,
652,
653,COV21-598856R
653,
653,
653,
654,COV21-598920R
654,
654,
654,
655,COV21-598926R
655,
655,
655,
656,COV21-598953R
656,
656,
656,
657,COV21-598956R
657,
657,
657,
658,COV21-599109R
658,
658,
658,
659,COV21-599159R
659,
659,
659,
660,COV21-599139
660,
660,
660,
661,COV21-599182R
661,
661,
661,
662,COV21-599187R
662,
662,
662,
663,COV21-599188R
663,
663,
663,
664,COV21-599209R
664,
664,
664,
665,COV21-599211R
665,
665,
665,
666,COV21-599233
666,
666,
666,
667,COV21-599242
667,
667,
667,
668,COV21-599265R
668,
668,
668,
669,COV21-599277R
669,
669,
669,
670,COV21-599278R
670,
670,
670,
671,COV21-599299R
671,
671,
671,
672,COV21-599310R
672,
672,
672,
673,COV21-599311R
673,
673,
673,
674,COV21-599333R
674,
674,
674,
675,NC-010522
676,cov20-132977
676,
676,
676,
677,cov20-132981
677,
677,
677,
678,cov20-133487
678,
678,
678,
679,cov20-133509
679,
679,
679,
680,cov20-141035
680,
680,
680,
681,cov20-141044
681,
681,
681,
682,cov20-141694
682,
682,
682,
683,cov20-142705
683,
683,
683,
684,cov20-142706
684,
684,
684,
685,cov20-145819
685,
685,
685,
686,cov20-146052
686,
686,
686,
687,cov20-147492
687,
687,
687,
688,cov20-147503
688,
688,
688,
689,cov20-150506
689,
689,
689,
690,cov20-151250
690,
690,
690,
691,cov20-151252
691,
691,
691,
692,cov20-154497
692,
692,
692,
693,cov20-155005
693,
693,
693,
694,cov20-162637
694,
694,
694,
695,cov20-163798
695,
695,
695,
696,cov20-163928
696,
696,
696,
697,cov20-164436
697,
697,
697,
698,cov20-164511
698,
698,
698,
699,cov20-164916
699,
699,
699,
700,cov20-167095
700,
700,
700,
701,cov20-167101
701,
701,
701,
702,cov20-167103
702,
702,
702,
703,cov20-167958
703,
703,
703,
704,cov20-168639
704,
704,
704,
705,cov20-169914
705,
705,
705,
706,cov20-171076
706,
706,
706,
707,cov20-171087
707,
707,
707,
708,cov20-171491
708,
708,
708,
709,cov20-172629
709,
709,
709,
710,cov20-172630
710,
710,
710,
711,cov20-177486
711,
711,
711,
712,cov20-190449
712,
712,
712,
713,cov20-191094
713,
713,
713,
714,cov20-191095
714,
714,
714,
715,cov20-194710
715,
715,
715,
716,cov20-194728
716,
716,
716,
717,cov20-194739
717,
717,
717,
718,cov20-201673
718,
718,
718,
719,cov20-211880
719,
719,
719,
720,COV21-220922
720,
720,
720,
721,cov20-221589
721,
721,
721,
722,cov20-227909
722,
722,
722,
723,NC-220104_M04597_0038_000000000-JK6R3
723,
723,
723,
724,cov20-139419
724,
724,
724,
725,cov20-141424
725,
725,
725,
726,cov20-142420
726,
726,
726,
727,cov20-142489
727,
727,
727,
728,cov20-142934
728,
728,
728,
729,cov20-142953
729,
729,
729,
730,cov20-144181
730,
730,
730,
731,cov20-148316
731,
731,
731,
732,cov20-148799
732,
732,
732,
733,cov20-150502
733,
733,
733,
734,cov20-150547
734,
734,
734,
735,cov20-150555
735,
735,
735,
736,cov20-150578
736,
736,
736,
737,cov20-152660
737,
737,
737,
738,cov20-152662
738,
738,
738,
739,cov20-153666
739,
739,
739,
740,cov20-153960
740,
740,
740,
741,cov20-155719
741,
741,
741,
742,cov20-156434
742,
742,
742,
743,cov20-156436
743,
743,
743,
744,cov20-157152
744,
744,
744,
745,cov20-157393
745,
745,
745,
746,cov20-157446
746,
746,
746,
747,cov20-157449
747,
747,
747,
748,cov20-157450
748,
748,
748,
749,cov20-157602
749,
749,
749,
750,cov20-162060
750,
750,
750,
751,cov20-162067
751,
751,
751,
752,cov20-162077
752,
752,
752,
753,cov20-162087
753,
753,
753,
754,COV20-162725
754,
754,
754,
755,COV20-162728
755,
755,
755,
756,COV20-163867
756,
756,
756,
757,COV20-163881
757,
757,
757,
758,COV20-164513
758,
758,
758,
759,COV20-165315
759,
759,
759,
760,COV20-166876
760,
760,
760,
761,COV20-166878
761,
761,
761,
762,COV20-166881
762,
762,
762,
763,COV20-166934
763,
763,
763,
764,COV20-167383
764,
764,
764,
765,COV21-167389
765,
765,
765,
766,COV20-167917
766,
766,
766,
767,COV20-169196
767,
767,
767,
768,COV20-169209
768,
768,
768,
769,NC_220111_M04597_0039_000000000-JKV56
769,
769,
769,
770,COV21-387675
770,
770,
770,
771,COV21-388704
771,
771,
771,
772,COV21-395350
772,
772,
772,
773,COV21-396863
773,
773,
773,
774,COV21-398546
774,
774,
774,
775,COV21-399495
775,
775,
775,
776,COV21-399496
776,
776,
776,
777,COV21-402297
777,
777,
777,
778,COV21-408156
778,
778,
778,
779,COV21-411565
779,
779,
779,
780,COV21-414936
780,
780,
780,
781,COV21-415010
781,
781,
781,
782,COV21-415117
782,
782,
782,
783,COV21-415159
783,
783,
783,
784,COV21-415894
784,
784,
784,
785,COV21-415944
785,
785,
785,
786,COV21-416730
786,
786,
786,
787,COV21-417459
787,
787,
787,
788,COV21-418704
788,
788,
788,
789,COV21-421782
789,
789,
789,
790,COV21-425651
790,
790,
790,
791,COV21-427079
791,
791,
791,
792,COV21-427774
792,
792,
792,
793,COV21-427876
793,
793,
793,
794,COV21-431140
794,
794,
794,
795,COV21-431954
795,
795,
795,
796,COV21-445720
796,
796,
796,
797,COV21-599236
797,
797,
797,
798,COV21-599340RH
798,
798,
798,
799,COV21-599296
799,
799,
799,
800,COV21-599450R
800,
800,
800,
801,COV21-599459R
801,
801,
801,
802,COV21-599463R
802,
802,
802,
803,COV21-599466R
803,
803,
803,
804,COV21-599473R
804,
804,
804,
805,COV21-599387R
805,
805,
805,
806,COV21-599388R
806,
806,
806,
807,COV21-599407R
807,
807,
807,
808,COV21-599408R
808,
808,
808,
809,COV21-599412R
809,
809,
809,
810,COV21-599389
810,
810,
810,
811,COV21-599511R
811,
811,
811,
812,COV21-599486
812,
812,
812,
813,COV21-599589R
813,
813,
813,
814,COV21-599590R
814,
814,
814,
815,COV21-599593R
815,
815,
815,
816,COV21-599596R
816,
816,
816,
817,COV21-599597R
817,
817,
817,
818,COV21-599604R
818,
818,
818,
819,COV21-599614R
819,
819,
819,
820,COV21-599537
820,
820,
820,
821,COV21-599635
821,
821,
821,
822,COV21-598925R
822,
822,
822,
823,COV21-598947
823,
823,
823,
824,COV21-598948
824,
824,
824,
825,COV21-599105R
825,
825,
825,
826,COV21-598951
826,
826,
826,
827,COV21-598952
827,
827,
827,
828,NC-11922
828,
829,COV22-604677GC
829,
829,
829,
830,COV22-604678GC
830,
830,
830,
831,COV22-604679GC
831,
831,
831,
832,COV22-604680GC
832,
832,
832,
833,COV22-604681GC
833,
833,
833,
834,COV22-604682GC
834,
834,
834,
835,COV22-604683GC
835,
835,
835,
836,COV22-605095GC
836,
836,
836,
837,COV22-605096GC
837,
837,
837,
838,COV22-605097GC
838,
838,
838,
839,COV22-605098GC
839,
839,
839,
840,COV22-605099GC
840,
840,
840,
841,COV22-605100GC
841,
841,
841,
842,COV22-605101GC
842,
842,
842,
843,COV22-605102GC
843,
843,
843,
844,COV22-605103GC
844,
844,
844,
845,COV22-605104GC
845,
845,
845,
846,COV22-605105GC
846,
846,
846,
847,COV22-605106GC
847,
847,
847,
848,COV22-605107GC
848,
848,
848,
849,COV22-605109GC
849,
849,
849,
850,COV22-605108GC
850,
850,
850,
851,COV22-605110GC
851,
851,
851,
852,COV22-605111GC
852,
852,
852,
853,COV22-605112GC
853,
853,
853,
854,COV22-605113GC
854,
854,
854,
855,COV22-605114GC
855,
855,
855,
856,COV22-605115GC
856,
856,
856,
857,COV22-605116GC
857,
857,
857,
858,COV22-605117GC
858,
858,
858,
859,COV22-605118GC
859,
859,
859,
860,COV22-605119GC
860,
860,
860,
861,COV22-605120GC
861,
861,
861,
862,COV22-605121GC
862,
862,
862,
863,COV22-605122GC
863,
863,
863,
864,COV22-602277R
864,
864,
864,
865,COV22-601542
865,
865,
865,
866,COV22-601897R
866,
866,
866,
867,COV22-601908R
867,
867,
867,
868,COV22-601966R
868,
868,
868,
869,COV22-602033
869,
869,
869,
870,COV22-602115R
870,
870,
870,
871,COV22-602196R
871,
871,
871,
872,COV22-602197R
872,
872,
872,
873,COV22-602204R
873,
873,
873,
874,COV22-602350R
874,
874,
874,
875,COV22-602458RH
875,
875,
875,
876,NC-20220126_0907_X5_FAR66809_a6ca0a63
876,
876,
876,
877,COV22-605329GC
877,
877,
877,
878,COV22-605330GC
878,
878,
878,
879,COV22-605331GC
879,
879,
879,
880,COV22-605332GC
880,
880,
880,
881,COV22-605417GC
881,
881,
881,
882,COV22-605418GC
882,
882,
882,
883,COV22-605419GC
883,
883,
883,
884,COV22-605421GC
884,
884,
884,
885,COV22-605422GC
885,
885,
885,
886,COV22-605423GC
886,
886,
886,
887,COV22-605424GC
887,
887,
887,
888,COV22-605425GC
888,
888,
888,
889,COV22-605426GC
889,
889,
889,
890,COV22-605427GC
890,
890,
890,
891,COV22-605428GC
891,
891,
891,
892,COV21-591854
892,
892,
892,
893,COV21-591857
893,
893,
893,
894,COV21-591859
894,
894,
894,
895,COV21-591860
895,
895,
895,
896,COV21-591861
896,
896,
896,
897,COV21-591863
897,
897,
897,
898,COV21-591864
898,
898,
898,
899,COV21-591865
899,
899,
899,
900,COV21-591866
900,
900,
900,
901,COV21-591966
901,
901,
901,
902,COV21-592032
902,
902,
902,
903,COV21-592037
903,
903,
903,
904,COV21-592183
904,
904,
904,
906,NC02012022
906,
907,COV21-592410RH
907,
907,
907,
907,
907,
908,COV21-592436R
908,
908,
908,
908,
908,
909,COV21-592815R
909,
909,
909,
909,
909,
910,COV21-592816R
910,
910,
910,
910,
910,
911,COV21-592755
911,
911,
911,
912,COV21-593026R
912,
912,
912,
913,COV21-593601
913,
913,
913,
914,COV21-593815R
914,
914,
914,
915,COV21-593876
915,
915,
915,
916,COV21-593877
916,
916,
916,
917,COV21-594154
917,
917,
917,
917,
917,
918,COV21-594151
918,
918,
918,
918,
918,
919,COV21-594152
919,
919,
919,
919,
919,
920,COV21-594153
920,
920,
920,
920,
920,
921,COV21-594165
921,
921,
921,
922,COV21-594181RH
922,
922,
922,
923,COV21-594182RH
923,
923,
923,
924,COV21-594206R
924,
924,
924,
925,COV21-594732
925,
925,
925,
926,COV21-594976R
926,
926,
926,
927,COV22-605792GC
927,
927,
927,
928,COV22-605793GC
928,
928,
928,
929,COV22-605794GC
929,
929,
929,
930,COV22-605795GC
930,
930,
930,
931,COV22-605796GC
931,
931,
931,
932,COV22-605797GC
932,
932,
932,
933,COV22-605798GC
933,
933,
933,
934,COV22-605799GC
934,
934,
934,
935,COV22-605800GC
935,
935,
935,
936,COV22-605801GC
936,
936,
936,
